Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-07-26 00:00:00-04:00,6.930677260911762,7.101103782653809,6.735904314337677,7.101103782653809,217400,0.0,0.0
2004-07-27 00:00:00-04:00,7.10109997004023,7.10109997004023,6.873864987707316,6.881979942321777,82100,0.0,0.0
2004-07-28 00:00:00-04:00,6.914444418951686,7.060523696479202,6.865750810470081,6.946906566619873,129300,0.0,0.0
2004-07-29 00:00:00-04:00,7.019946749850589,7.019946749850589,6.873867452940444,6.979369640350342,74800,0.0,0.0
2004-07-30 00:00:00-04:00,7.003715297537787,7.466301106262411,7.003715297537787,7.303990364074707,117700,0.0,0.0
2004-08-02 00:00:00-04:00,7.466299461630354,7.7909216484585855,7.385144495392169,7.782805919647217,99400,0.0,0.0
2004-08-03 00:00:00-04:00,7.790919204466274,8.23727331365234,7.790919204466274,8.083078384399414,277300,0.0,0.0
2004-08-04 00:00:00-04:00,7.993815165053003,8.156125971793582,7.7503485679626465,7.7503485679626465,508900,0.0,0.0
2004-08-05 00:00:00-04:00,8.302202707225241,8.318434169788434,6.938791584225026,7.019946575164795,131900,0.0,0.0
2004-08-06 00:00:00-04:00,7.08487258703417,7.669192223003241,6.735904571267839,7.385148525238037,81400,0.0,0.0
2004-08-09 00:00:00-04:00,7.409493190606176,7.644843980933919,7.303991005430465,7.628612518310547,20000,0.0,0.0
2004-08-10 00:00:00-04:00,7.466303310575908,7.506881201592512,7.441956885549505,7.498765468597412,8900,0.0,0.0
2004-08-11 00:00:00-04:00,7.490650049880493,7.604267994702166,7.239068508148193,7.239068508148193,21300,0.0,0.0
2004-08-12 00:00:00-04:00,7.360798930350736,7.401376809387329,6.979368879699298,7.303990364074707,19300,0.0,0.0
2004-08-13 00:00:00-04:00,7.0605246266709045,7.425724029541015,7.0605246266709045,7.425724029541016,19300,0.0,0.0
2004-08-16 00:00:00-04:00,7.385147533584218,7.531226842492236,7.182258873584199,7.336453914642334,39600,0.0,0.0
2004-08-17 00:00:00-04:00,7.5068797798584805,7.588035546521532,7.377031172364599,7.579919815063477,3500,0.0,0.0
2004-08-18 00:00:00-04:00,7.5880365374541725,7.709769429387274,7.46630287156222,7.506880760192871,61500,0.0,0.0
2004-08-19 00:00:00-04:00,7.531228391930385,7.969467956733341,7.531228391930385,7.790926456451416,72800,0.0,0.0
2004-08-20 00:00:00-04:00,7.628614064593214,7.790925627891749,7.490649700164795,7.490649700164795,42900,0.0,0.0
2004-08-23 00:00:00-04:00,7.782807281304293,7.782807281304293,7.0767550043149186,7.182257175445557,105600,0.0,0.0
2004-08-24 00:00:00-04:00,7.182257500923596,7.506878985299004,7.182257500923596,7.303990364074707,85600,0.0,0.0
2004-08-25 00:00:00-04:00,7.222835386395537,7.612381983693407,7.222835386395537,7.425724029541016,85200,0.0,0.0
2004-08-26 00:00:00-04:00,7.263413007694795,8.115545432945854,7.263413007694795,7.993812561035156,80200,0.0,0.0
2004-08-27 00:00:00-04:00,7.790924468932983,8.626825490154728,7.790924468932983,8.3833589553833,62700,0.0,0.0
